OMP_PLACES,OMP_PROC_BIND,touches_private,touches_CH,touches_CB,touches_CC,touches_NC,touches_amount,touches_clusterSD,touches_hop_element,sharing_private,sharing_CH,sharing_CB,sharing_CC,sharing_NC,sharing_amount,sharing_clusterSD,sharing_hop_element,avg_sharing_degree,sd_sharing_degree,avg_write_degree,sd_write_degree,avg_write_ratio,sd_write_ratio,avg_shared_write_ratio,sd_shared_write_ratio,footprint,sd_thread_footprint
x,x
